Product_ID,Product type,Tax_DE,Product_name_DE,Code,Stock_DE,Product_description_DE,Showcase_Mixins,Grape_DE,Country_DE,Region_DE,Winery_DE,Vintage,Image_1,Image_2,Image_3,Image_4,Product_name_EN,Product_description_EN,Grape_EN,Country_EN,Region_EN,Winery_EN
7c5da24d-cd43-4ca5-b5a5-5a7d,BASIC,STANDARD_19,Châteauneuf-du-Pape,5109-9170,17,"Châteauneuf-du-Pape Rotwein aus Frankreich,Rhône ist eine ausgezeichnete Wahl für Liebhaber von gehaltvollen Rotweinen. Dieser Wein wird aus den Trauben Grenache, Syrah und Mourvèdre hergestellt und stammt vom renommierten Weingut Domaine du Pegau. Der Jahrgang 2017 verspricht einen tiefen und komplexen Geschmack mit Noten von roten Früchten und Gewürzen. Ein perfekter Begleiter zu kräftigem Fleisch, Wild oder Käse. Der Preis von 50 Euro macht diesen Wein zu einer etwas teureren, aber dennoch lohnenswerten Investition in Qualität.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Granatapfel / Syrah / Monastrell,Frankreich,Rhone,Domaine du Pegau,2017,bd8563e0-b8e2-4d07-a9b9-bbf2a5aa43e2.png,d956a942-fe95-412a-92b3-ab650532e095.png,8935d20d-828f-46b8-b94e-2ad5fc69d0c9.png,ba797505-95a5-4055-9f96-d1ffde1a8243.png,Châteauneuf-du-Pape,"Châteauneuf-du-Pape red wine from France,Rhône is an excellent choice for lovers of full-bodied red wines. This wine is made from Grenache, Syrah and Mourvèdre grapes and comes from the renowned Domaine du Pegau winery. The 2017 vintage promises a deep and complex flavour with notes of red fruits and spices. A perfect accompaniment to strong meat, game or cheese. The price of 50 euros makes this wine a slightly more expensive but still worthwhile investment in quality.",Grenache / Syrah / Monastrell,France,Rhône,Domaine du Pegau
b46f9bb2-1d5a-4bfc-9684-4b4a,BASIC,STANDARD_19,Pinot Gris,5928-8593,7,"Elk Cove Vineyards in Oregon, USA, ist bekannt für seine hervorragenden Weißweine, darunter auch der Pinot Gris. Der Jahrgang 2019 hat ein delikates Bouquet von Birnen, Äpfeln und tropischen Früchten und ist damit eine ausgezeichnete Wahl für Weinliebhaber, die leichte und fruchtige Weine bevorzugen. Der Pinot Gris passt hervorragend zu leichten Gerichten wie Salaten, Fisch und Geflügel und ist mit einem Preis von 30 Euro eine erschwingliche Option für eine hohe Qualität.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Pinot Gris,USA,Oregon,Elk Cove Weingärten,2019,24613e58-1902-4f78-8847-156195d38fdc.png,f34be8f0-a818-4150-a047-090eb212e21f.png,a73257a3-d5ee-40a9-bcbe-c31b7e52e7b6.png,a387d17e-3505-4d23-b351-73f8912ee9d5.png,Pinot Gris,"Elk Cove Vineyards in Oregon, USA, is known for its excellent white wines, including Pinot Gris. The 2019 vintage has a delicate bouquet of pears, apples and tropical fruits, making it an excellent choice for wine lovers who prefer light and fruity wines. The Pinot Gris goes perfectly with light dishes such as salads, fish and poultry and, at a price of 30 euros, is an affordable option for high quality.",Pinot Gris,USA,Oregon,Elk Cove Vineyards
7cbdcda1-b07d-49cb-8b09-80c7,BASIC,STANDARD_19,Barolo,8256-6814,6,"Barolo, ein hochwertiger Rotwein aus Italien, ist ein Muss für jeden Weinliebhaber. Hergestellt aus der edlen Nebbiolo-Traube, die nur in der norditalienischen Region Piemont wächst, wird dieser Wein von Vietti produziert und im Jahr 2016 hergestellt. Der Barolo von Vietti ist ein tiefroter Wein mit intensiven Aromen von roten Früchten und Gewürzen, begleitet von einem vollen Körper und einem langen Abgang. Perfekt zu gegrilltem Fleisch oder einem kräftigen Käse. Ein echter Genuss für Kenner!",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Nebbiolo,Italien,Piemont,Vietti,2016,db6b6fd5-6b9c-46df-bf23-caf8ba4ecec8.png,ba57ab51-ce20-40de-b2c7-471c854e3f44.png,b538d4ec-5026-45c7-a4d6-5d512c402099.png,28e14538-33d7-4183-870c-1c828122783e.png,Barolo,"Barolo, a high-quality red wine from Italy, is a must for every wine lover. Made from the noble Nebbiolo grape, which only grows in the northern Italian region of Piedmont, this wine is produced by Vietti and was made in 2016. Vietti's Barolo is a deep red wine with intense flavours of red fruits and spices, accompanied by a full body and a long finish. Perfect with grilled meat or a strong cheese. A real treat for connoisseurs!",Nebbiolo,Italy,Piedmont,Vietti
138b30a1-bcb1-43aa-858e-7f58,BASIC,STANDARD_19,Chenin Weiß,1248-3464,18,"Der Chenin Blanc von Ken Forrester ist ein eleganter und erfrischender Weißwein aus Südafrika. Hergestellt aus der Chenin Blanc Traube, die in der Region Stellenbosch angebaut wird, ist dieser Wein bekannt für seine ausgeprägten Aromen von Zitrusfrüchten und Honig. Der Jahrgang 2019 bietet einen ausgewogenen Geschmack, der durch eine angenehme Säure ausgeglichen wird. Dieser Wein ist eine perfekte Ergänzung zu Fischgerichten und Salaten oder einfach nur als Aperitif zu genießen. Mit einem Preis von 22 Euro bietet der Chenin Blanc von Ken Forrester ein hervorragendes Preis-Leistungs-Verhältnis.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Chenin Weiß,Südafrika,Stellenbosch,Ken Forrester,2019,c5954c40-ca01-4022-a8e9-65771e446d78.png,2e87745f-da09-4ffd-a7e8-ddc25b460def.png,043c8e5a-f9c5-4508-afb2-c83bb1428c5e.png,9d1f2c56-d760-43fa-a8b3-1f1664fe9442.png,Chenin Blanc,"The Chenin Blanc from Ken Forrester is an elegant and refreshing white wine from South Africa. Made from the Chenin Blanc grape, which is grown in the Stellenbosch region, this wine is known for its distinctive flavours of citrus fruit and honey. The 2019 vintage offers a balanced flavour that is balanced by a pleasant acidity. This wine is a perfect accompaniment to fish dishes and salads or simply to be enjoyed as an aperitif. At a price of 22 euros, Ken Forrester's Chenin Blanc offers excellent value for money.",Chenin Blanc,South Africa,Stellenbosch,Ken Forrester
e1c9e2d2-6eab-4b8a-a127-d2ae,BASIC,STANDARD_19,Malvasier,1789-5950,2,"Malvasia Weißwein von Barbeito: Dieser Malvasia Weißwein aus Portugal,Madeira von Barbeito hat eine wunderschöne goldene Farbe und eine komplexe Nase mit Aromen von getrockneten Früchten, Honig, Zitrusfrüchten und Gewürzen. Am Gaumen ist er vollmundig und reichhaltig mit einer ausgewogenen Säure und einem langen, angenehmen Abgang. Dieser Jahrgang aus dem Jahr 2013 ist jetzt perfekt trinkreif und passt hervorragend zu würzigen Speisen oder Desserts.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Malvasia,Portugal,Madeira,Barbeito,2013,32249125-4de9-4853-a8b1-8805f19bd22f.png,ba3907a3-c326-4894-83bc-1811dafaa0b0.png,d151f1fa-f23b-45bf-b75a-ca1bad5bdefe.png,e40f81fb-8168-4808-8294-3633bb173a8d.png,Malmsey,"Malvasia white wine from Barbeito: This Malvasia white wine from Portugal,Madeira from Barbeito has a beautiful golden colour and a complex nose with aromas of dried fruit, honey, citrus and spices. On the palate, it is full-bodied and rich with a balanced acidity and a long, pleasant finish. This 2013 vintage is now perfectly ripe for drinking and is an excellent accompaniment to savoury dishes or desserts.",Malvasia,Portugal,Madeira,Barbeito
7b665fb9-9c5d-4265-b5a5-6576,BASIC,STANDARD_19,Zinfandel,6434-7181,15,"Zinfandel Rotwein von Ravenswood: Dieser Zinfandel Rotwein aus Kalifornien von Ravenswood hat eine tiefrote Farbe und eine komplexe Nase mit Aromen von schwarzen Kirschen, Gewürzen, Tabak und Schokolade. Am Gaumen ist er vollmundig und kräftig mit einer ausgewogenen Säure und weichen Tanninen. Der Jahrgang aus dem Jahr 2018 ist jetzt trinkreif und passt hervorragend zu gegrilltem Fleisch, reifen Käsesorten oder dunkler Schokolade.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Zinfandel,USA,Kalifornien,Ravenswald,2018,f2663732-122b-4255-91de-e906ece8a610.png,f5656c7a-bd79-460c-9e29-28ec628c48be.png,5c34b34a-23a6-4169-9ca5-3682b175acfd.png,3f0a3eb9-5bf9-41a8-8d21-cfca49d07b3f.png,Zinfandel,"Zinfandel red wine from Ravenswood: This Zinfandel red wine from California by Ravenswood has a deep red colour and a complex nose with aromas of black cherries, spices, tobacco and chocolate. On the palate, it is full-bodied and powerful with balanced acidity and soft tannins. The 2018 vintage is now ready to drink and goes perfectly with grilled meat, mature cheeses or dark chocolate.",Zinfandel,USA,California,Ravenswood
3d8cf5fb-9c7b-4a7f-a835-f6b0,BASIC,STANDARD_19,Shiraz,3361-8116,12,"Dieser australische Shiraz von Wynns aus Coonawarra ist ein kräftiger Rotwein mit einer tiefen, dunklen Farbe. Der Wein zeigt Noten von dunklen Beeren und Gewürzen, begleitet von einer leichten Rauchigkeit. Im Mund ist er vollmundig mit kräftigen Tanninen und einer ausgewogenen Säure, die ihn zu einem idealen Begleiter für kräftige Fleischgerichte wie Rind- oder Lammgerichte macht.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Shiraz,Australien,Coonawarra,Wynns,2018,6500ed4f-1eb4-4bf6-9d88-4e6db8a891b0.png,10b9acb4-4456-4640-9e12-d7bc6f70dd4a.png,f0549288-8840-4d1b-9fc7-50326c291a9b.png,1b072205-8705-425d-8bb6-f780b290a3ca.png,Shiraz,"This Australian Shiraz from Wynns in Coonawarra is a powerful red wine with a deep, dark colour. The wine shows notes of dark berries and spices, accompanied by a slight smokiness. In the mouth, it is full-bodied with strong tannins and a balanced acidity, which makes it an ideal accompaniment to strong meat dishes such as beef or lamb.",Shiraz,Australia,Coonawarra,Wynns
6b0fa0f8-7db9-49b4-80b4-6eeb,BASIC,STANDARD_19,Viognier,2090-1177,5,"Dieser Viognier aus der Rhône-Region Frankreichs wird von E. Guigal produziert und hat eine helle, goldene Farbe. Der Wein hat ein aromatisches Bouquet von Pfirsichen, Aprikosen und tropischen Früchten. Im Mund ist er vollmundig mit einer leichten Süße und einer angenehmen Säure, die dem Wein eine schöne Frische verleiht. Dieser Viognier passt gut zu Gerichten mit Meeresfrüchten oder Hühnchen, aber auch als Aperitif ist er eine gute Wahl.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Viognier,Frankreich,Rhone,E. Guigal,2019,9b680f99-f911-4ce4-bf54-d3da19759966.png,3320f83f-9bcd-470c-b01b-5560932cecba.png,d19a7457-3cec-49aa-92c2-1cb522c94d0e.png,5c59d409-dba7-4d2a-804f-56489eb0f92d.png,Viognier,"This Viognier from the Rhône region of France is produced by E. Guigal and has a light, golden colour. The wine has an aromatic bouquet of peaches, apricots and tropical fruits. In the mouth, it is full-bodied with a slight sweetness and a pleasant acidity that gives the wine a lovely freshness. This Viognier goes well with seafood or chicken dishes, but is also a good choice as an aperitif.",Viognier,France,Rhône,E. Guigal
c7d4e6b8-7b9d-4d2e-9298-8b46,BASIC,STANDARD_19,Sangiovese,9053-3710,16,"Dieser Sangiovese stammt aus der Toskana in Italien und wird vom renommierten Weingut Antinori produziert. Der Wein hat eine leuchtende, granatrote Farbe und ein komplexes Bouquet von Kirschen, Pflaumen und Gewürzen. Im Mund ist er vollmundig und strukturiert mit kräftigen Tanninen und einer ausgewogenen Säure. Der Wein hat ein langes Finish mit fruchtigen und würzigen Noten. Dieser Sangiovese passt gut zu Pasta-Gerichten mit reichhaltigen Saucen oder zu gegrilltem Fleisch.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Sangiovese,Italien,Toskana,Antinori,2016,3f7dd9d9-3400-4768-af39-b1dcd9d52a17.png,eef914cf-c492-4c4d-8c8e-9ed74b44d712.png,ab34280b-3e72-4bb0-befe-25c37e99fcba.png,47817675-a14f-47fa-9997-bb08a7aed2f4.png,Sangiovese,"This Sangiovese comes from Tuscany in Italy and is produced by the renowned Antinori winery. The wine has a bright garnet red colour and a complex bouquet of cherries, plums and spices. In the mouth, it is full-bodied and structured with strong tannins and balanced acidity. The wine has a long finish with fruity and spicy notes. This Sangiovese goes well with pasta dishes with rich sauces or grilled meat.",Sangiovese,Italy,Tuscany,Antinori
b6940449-13c1-4715-aa90-7f0f,BASIC,STANDARD_19,Sancerre,6567-5823,5,"Dieser elegante Sancerre Weißwein stammt von der renommierten Domaine Vacheron in der Loire-Region Frankreichs. Hergestellt aus der berühmten Sauvignon Blanc Traube, zeigt er eine leuchtende, strohgelbe Farbe und ein intensives Aroma von Zitrusfrüchten und mineralischen Noten. Am Gaumen präsentiert er sich frisch und lebendig mit einer ausgezeichneten Balance zwischen Frucht und Säure. Ein perfekter Begleiter zu Meeresfrüchten oder frischen Salaten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Sauvignon Weiß,Frankreich,Loire,Domaine Vacheron,2020,ec613c7a-5892-4478-af84-ffaa7e2ea042.png,bd670e1c-7a1b-4da3-b47c-3ed57c95db9d.png,c4eac221-e81d-4c67-98a2-cd1c1d445878.png,09e6869d-3ab7-45c9-9718-6d44a525bf7a.png,Sancerre,"This elegant Sancerre white wine comes from the renowned Domaine Vacheron in the Loire region of France. Made from the famous Sauvignon Blanc grape, it has a bright, straw-yellow colour and an intense aroma of citrus fruits and mineral notes. On the palate, it is fresh and lively with an excellent balance between fruit and acidity. A perfect accompaniment to seafood or fresh salads.",Sauvignon Blanc,France,Loire,Domaine Vacheron
