Product_ID,Product type,Tax_DE,Product_name_DE,Code,Stock_DE,Product_description_DE,Showcase_Mixins,Grape_DE,Country_DE,Region_DE,Winery_DE,Vintage,Image_1,Image_2,Image_3,Image_4,Product_name_EN,Product_description_EN,Grape_EN,Country_EN,Region_EN,Winery_EN,Color_DE,Color_EN,Flavor_DE,Flavor_EN,WineStyle_DE,WineStyle_EN,TastesLike_DE,TastesLike_EN,PairsWellWith_DE,PairsWellWith_EN,AlcoholContent,ResidualSugar,Acidity,DrinkingTemperature,QualityLevel,Maturation_DE,Maturation_EN,ClosureType_DE,ClosureType_EN,DrinkableUntil_DE,DrinkableUntil_EN,Awards_DE,Awards_EN
36279c6e-31f1-4cb2-a11b-c1c0,BASIC,STANDARD_19,Riesling,3156-9630,14,"Dieser deutsche Riesling stammt von dem renommierten Weingut Dr. Loosen an der Mosel. Der Jahrgang 2019 besticht durch eine helle goldgelbe Farbe und Aromen von Aprikosen, Pfirsichen und Zitrusfrüchten. Am Gaumen ist er frisch und fruchtig mit einer angenehmen Säure und einer leichten Süße. Der Wein eignet sich besonders gut als Begleiter zu asiatischen Gerichten und scharfen Speisen.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Riesling,Deutschland,Mosel,Dr. Loosen,2019,509cb487-5410-4d20-96e7-fec0b46b7d86.png,62cefe0a-4fcc-4f61-9212-509f1b63911d.png,f86dfafb-b742-4502-b391-3ad1ab7abaf1.png,a94e3e61-9155-4d7a-a913-eb470439c44b.png,Riesling,"This German Riesling comes from the renowned Dr Loosen winery on the Moselle. The 2019 vintage impresses with a light golden yellow colour and aromas of apricots, peaches and citrus fruits. It is fresh and fruity on the palate with a pleasant acidity and a slight sweetness. The wine is particularly suitable as an accompaniment to Asian dishes and spicy food.",Riesling,Germany,Moselle,Dr. Loosen,Weiß,White,Süß,Sweet,"frisch, fruchtig","fresh, fruity","Früchte, Zitrusfrüchte","Fruits, Citrus Fruits","Asiatische Küche, Salate","Asian Cuisine, Salads",10.5%,45.0 g/L,7.5 g/L,8-10°C (46-50°F),Qualitätswein (QbA),Edelstahltanks und Traditionelle Eichenfässer,Stainless steel tanks and traditional oak casks,Kork,Cork,Jetzt bis 2028,Now and until 2028,Goldmedaille Berliner Wein Trophy 2020,Gold Medal Berliner Wein Trophy 2020
e719e0d3-cd63-4f01-b8a1-0710,BASIC,STANDARD_19,Montepulciano d'Abruzzo,3256-6078,7,"Montepulciano d'Abruzzo ist ein Rotwein aus Italien, genauer gesagt aus der Region Abruzzen. Der Montepulciano d'Abruzzo von Masciarelli aus dem Jahrgang 2018 präsentiert sich mit einer tiefdunklen Farbe und Aromen von reifen Früchten, wie Kirschen und Brombeeren, sowie Gewürzen und Lakritz. Am Gaumen ist er fruchtig und saftig, mit weichen Tanninen und einem langen, angenehmen Abgang. Dieser Wein passt hervorragend zu herzhaften Fleischgerichten und kräftigen Käsesorten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Montepulciano,Italien,Abruzzen,Masciarelli,2018,e75262e7-ecb8-4b9e-92ea-1f581bf7d7b5.png,28aff530-0ec9-4a42-9fd7-28e0dfd53486.png,383a68ad-c6af-42c5-95dc-556630c5fe8a.png,f99d6eb1-fbc2-4f0f-badc-343bac6c99b1.png,Abruzzo Montepulciano,"Montepulciano d'Abruzzo is a red wine from Italy, more precisely from the Abruzzo region. Masciarelli's Montepulciano d'Abruzzo from the 2018 vintage has a deep, dark colour and aromas of ripe fruit, such as cherries and blackberries, as well as spices and liquorice. It is fruity and juicy on the palate, with soft tannins and a long, pleasant finish. This wine is an excellent accompaniment to savoury meat dishes and strong cheeses.",Montepulciano,Italy,Abruzzo,Masciarelli,Rot,Red,Trocken,Dry,"fruchtig, würzig","fruity, spicy","Früchte, Gewürze","Fruits, Spices","Fleisch, Käse","Meat, Cheese",12.5%,4.0 g/L,5.5 g/L,16-18°C (61-64°F),DOCG,Edelstahltanks und Eichenfässern,Stainless steel tanks and some in oak barrels,Kork,Cork,Jetzt bis 2028,Now and until 2028,,
6ca5b97a-3387-4d6c-bf2a-ffcc,BASIC,STANDARD_19,Sauvignon Weiß,3309-6945,3,"Dieser erfrischende Sauvignon Blanc stammt aus der renommierten Weinregion Marlborough in Neuseeland und wurde von dem angesehenen Weingut Villa Maria hergestellt. Der Jahrgang 2020 besticht durch seine fruchtige Aromatik mit Noten von grünem Apfel, Limette und Grapefruit, die von einer angenehmen Säure begleitet wird. Dieser Wein ist ein perfekter Begleiter zu leichten Gerichten wie Salaten, Fisch und Meeresfrüchten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Sauvignon Weiß,Neuseeland,Marlborough,Villa Maria,2020,986021ca-2208-4761-a690-3f431b3446ea.png,9bf78fee-1a97-4a80-865f-189be217c935.png,f8a94591-ffb5-4b3d-ace1-ce53f26ab231.png,591c8472-949e-4526-bde3-74f9b1617917.png,Sauvignon Blanc,"This refreshing Sauvignon Blanc comes from the renowned Marlborough wine region in New Zealand and was produced by the prestigious Villa Maria winery. The 2020 vintage is characterised by its fruity aroma with notes of green apple, lime and grapefruit, accompanied by a pleasant acidity. This wine is a perfect accompaniment to light dishes such as salads, fish and seafood.",Sauvignon White,New Zealand,Marlborough,Villa Maria,Weiß,White,Trocken,Dry,"frisch","fresh","Früchte, Zitrusfrüchte","Fruits, Citrus Fruits","Salate, Meeresfrüchte","Salads, Seafood",13.0%,2.0 g/L,6.5 g/L,8-10°C (46-50°F),Wine of Origin (WO),Edelstahltanks,Stainless steel tanks,Schraubverschluss,Screw Cap,Jetzt bis 2025,Now and until 2025,,
3d8cf5fb-9c7b-4a7f-a835-f6b0,BASIC,STANDARD_19,Shiraz,3361-8116,12,"Dieser australische Shiraz von Wynns aus Coonawarra ist ein kräftiger Rotwein mit einer tiefen, dunklen Farbe. Der Wein zeigt Noten von dunklen Beeren und Gewürzen, begleitet von einer leichten Rauchigkeit. Im Mund ist er vollmundig mit kräftigen Tanninen und einer ausgewogenen Säure, die ihn zu einem idealen Begleiter für kräftige Fleischgerichte wie Rind- oder Lammgerichte macht.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Shiraz,Australien,Coonawarra,Wynns,2018,6500ed4f-1eb4-4bf6-9d88-4e6db8a891b0.png,10b9acb4-4456-4640-9e12-d7bc6f70dd4a.png,f0549288-8840-4d1b-9fc7-50326c291a9b.png,1b072205-8705-425d-8bb6-f780b290a3ca.png,Shiraz,"This Australian Shiraz from Wynns in Coonawarra is a powerful red wine with a deep, dark colour. The wine shows notes of dark berries and spices, accompanied by a slight smokiness. In the mouth, it is full-bodied with strong tannins and a balanced acidity, which makes it an ideal accompaniment to strong meat dishes such as beef or lamb.",Shiraz,Australia,Coonawarra,Wynns,Rot,Red,Trocken,Dry,"kräftig, würzig","strong, spicy","Früchte, Gewürze","Fruits, Spices","Fleisch, Käse","Meat, Cheese",14.5%,2.0 g/L,5.5 g/L,16-18°C (61-64°F),Wine of Origin (WO),Französische Eichenfässer und Amerikanische Eichenfässer,French and American oak barrels,Kork,Cork,Jetzt bis 2035,Now and until 2035,Goldmedaille Royal Melbourne Wine Awards 2019,Gold Medal Royal Melbourne Wine Awards 2019
7b6d4c6d-4b4c-4fc8-8fc1-c6fc,BASIC,STANDARD_19,Chassagne-Montrachet,3454-9138,11,"Der Chassagne-Montrachet ist ein eleganter Weißwein aus dem Burgund, hergestellt aus der Chardonnay-Traube. Dieser Wein zeichnet sich durch seine frischen Zitrus- und Pfirsichnoten aus, die von einem Hauch von Vanille und Eiche begleitet werden. Am Gaumen ist er vollmundig und ausgewogen mit einer angenehmen Säure. Die Domaine Ramonet ist bekannt für ihre hochwertigen Burgunder-Weine und der Jahrgang 2019 ist ein weiteres Beispiel für ihre Expertise. Dieser Chassagne-Montrachet eignet sich hervorragend als Begleitung zu Meeresfrüchten und Geflügelgerichten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Chardonnay,Frankreich,Burgund,Domaine Ramonet,2019,f1e401cc-7fa9-4b21-8343-de51189ae5a9.png,d665cf79-acd0-4f6f-a064-51ccd7b0ea5a.png,b79cc045-d8b3-4914-b902-e6a30f1e2dd2.png,33214edc-1235-4a3a-8c66-a651757d9ddc.png,Chassagne-Montrachet,"Chassagne-Montrachet is an elegant white wine from Burgundy, made from the Chardonnay grape. This wine is characterized by its fresh citrus and peach notes, which are accompanied by a hint of vanilla and oak. On the palate, it is full-bodied and balanced with a pleasant acidity. Domaine Ramonet is known for its high-quality Burgundy wines and the 2019 vintage is another example of its expertise. This Chassagne-Montrachet is an excellent accompaniment to seafood and poultry dishes.",Chardonnay,France,Burgundy,Domaine Ramonet,Weiß,White,Trocken,Dry,"fruchtig","fruity","Zitrusfrüchte, Früchte, Vanille","Citrus Fruits, Fruits, Vanilla","Meeresfrüchte, Geflügel","Seafood, Poultry",13.5%,2.0 g/L,6.0 g/L,10-13°C (50-55°F),AOC Chassagne-Montrachet,Französische Eichenfässer,French oak barrels,Kork,Cork,Jetzt bis 2028,Now and until 2028,Goldmedaille Decanter World Wine Awards 2021,Gold Medal Decanter World Wine Awards 2021
87f9d981-45a9-4638-a45d-75a7,BASIC,STANDARD_19,Malbec,3507-8669,12,"Dieser Malbec stammt aus der argentinischen Weinregion Mendoza und wurde von Catena Zapata produziert. Der Jahrgang 2018 präsentiert ein volles Bouquet von schwarzen Früchten wie Brombeeren, Cassis und Pflaumen, begleitet von würzigen Noten von Vanille und Tabak. Am Gaumen ist er saftig und intensiv mit seidigen Tanninen und einem langen Abgang. Dieser Malbec passt hervorragend zu gegrilltem Fleisch und kräftigen Gerichten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Malbec,Argentinien,Mendoza,Catena Zapata,2018,4b781050-4f23-4998-af08-91a819f9aacc.png,1e73024a-36b0-478a-a49d-dfbfcb02c466.png,7d30af52-9db5-47b9-a7a0-0d374c4d80d6.png,6e32e1d2-3811-405a-a350-9e9ce6054516.png,Malbec,"This Malbec comes from the Argentinian wine region of Mendoza and was produced by Catena Zapata. The 2018 vintage presents a full bouquet of black fruits such as blackberries, cassis and plums, accompanied by spicy notes of vanilla and tobacco. On the palate, it is juicy and intense with silky tannins and a long finish. This Malbec is an excellent accompaniment to grilled meat and savoury dishes.",Malbec,Argentina,Mendoza,Catena Zapata,Rot,Red,Trocken,Dry,"kräftig, fruchtig, würzig","strong, fruity, spicy","Früchte, Vanille","Fruits, Vanilla","Fleisch, Käse","Meat, Cheese",14.0%,2.0 g/L,5.0 g/L,14-16°C (57-61°F),Vino de Calidad con Indicación Geográfica,Französische Eichenfässer,French oak barrels,Kork,Cork,Jetzt bis 2030,Now and until 2030,,
84e026a3-b0a9-4df1-b246-65d4,BASIC,STANDARD_19,Barbaresco,3955-7375,1,"Dieser Rotwein aus dem italienischen Piemont wird aus der Nebbiolo Traube hergestellt und stammt aus dem renommierten Weingut Gaja. Der Jahrgang 2017 zeigt eine tiefe rubinrote Farbe und ein komplexes Aroma von roten Früchten, Gewürzen und einer leichten Note von Eichenholz. Am Gaumen ist er vollmundig und elegant mit einer ausgewogenen Säure und Tanninen. Dieser Wein passt ideal zu gereiftem Käse, rotem Fleisch und Wildgerichten. Der Preis beträgt 110 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Nebbiolo,Italien,Piemont,Gaja,2017,834ad83a-a9b3-48d1-990a-7a0b2a92a5ee.png,db588b63-f9c7-4558-b79d-0b5bbd2212b2.png,b0a4413b-f061-413d-9961-b2258c425689.png,58f72a7d-a8cc-43bf-91a2-8f0c06901c47.png,Barbaresco,"This red wine from the Italian region of Piedmont is made from the Nebbiolo grape and comes from the renowned Gaja winery. The 2017 vintage has a deep ruby red color and a complex aroma of red fruits, spices and a slight hint of oak. On the palate, it is full-bodied and elegant with balanced acidity and tannins. This wine is ideal with mature cheese, red meat and game dishes. The price is 110 euros.",Nebbiolo,Italy,Piedmont,Gaja,Rot,Red,Trocken,Dry,"fruchtig","fruity","Früchte, Gewürze","Fruits, Spices","Fleisch, Käse","Meat, Cheese",14.5%,4.0 g/L,5.5 g/L,16-18°C (61-64°F),DOCG,Barriques und Eichenfässer,Barriques and Oak casks,Kork,Cork,Jetzt bis 2040,Now and until 2040,Platin-Auszeichnung Decanter World Wine Awards 2020,Platinum Award Decanter World Wine Awards 2020
95c55691-2b0c-42dc-9378-23cb,BASIC,STANDARD_19,Barossa Shiraz,4474-3085,15,"Dieser vollmundige Rotwein stammt aus dem Barossa Valley in Australien und besteht zu 100% aus der Shiraz-Traube. Im Glas zeigt er eine dunkle, purpurne Farbe und verströmt intensive Aromen von dunklen Beeren, Gewürzen und Schokolade. Am Gaumen ist er kräftig und dicht, mit reifen Tanninen und einem langen, würzigen Abgang. Der Barossa Shiraz von Penfolds wurde im Jahr 2018 geerntet und passt hervorragend zu kräftigen Fleischgerichten und würzigen Käsesorten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Shiraz,Australien,Barossa Tal,Penfolds,2018,c7cd8fc9-c62d-4674-b5e9-00e29c0646a7.png,c7fc9035-2aa5-4928-a717-06c8255de9b9.png,7f3e0e42-4fb6-4819-bccb-40710553a80b.png,a5ab83d9-8779-4b38-9f6f-251bda47fbf9.png,Barossa Shiraz,"This full-bodied red wine comes from the Barossa Valley in Australia and is made from 100% Shiraz grapes. It has a dark, purple color in the glass and exudes intense aromas of dark berries, spices and chocolate. It is powerful and dense on the palate, with ripe tannins and a long, spicy finish. The Barossa Shiraz from Penfolds was harvested in 2018 and is an excellent accompaniment to hearty meat dishes and spicy cheeses.",Shiraz,Australia,Barossa Valley,Penfolds,Rot,Red,Trocken,Dry,"vollmundig, würzig","full-bodied, spicy","Früchte, Gewürze, Schokolade","Fruits, Spices, Chocolate","Fleisch, Käse","Meat, Cheese",13.5%,2.0 g/L,5.5 g/L,16-18°C (61-64°F),Wine of Origin (WO),Amerikanische Eichenfässer,American oak barrels,Kork,Cork,Jetzt bis 2035,Now and until 2035,Goldmedaille Barossa Wine Show 2019,Gold Medal Barossa Wine Show 2019
6fb9b85c-b19d-4ce3-a482-6b57,BASIC,STANDARD_19,Côte-Rôtie,4555-1007,19,"Ein Rotwein aus der berühmten Weinregion Côte-Rôtie im Rhône-Tal in Frankreich. Der Jahrgang 2016 stammt von Domaine Jamet und besteht aus der Rebsorte Syrah. Die Farbe des Weins ist tiefrot und das Bouquet besteht aus würzigen Aromen von Pfeffer, schwarzen Johannisbeeren und Oliven. Der Geschmack ist vollmundig und gut strukturiert, mit eleganten Tanninen und einem langen Abgang. Dieser Rotwein passt perfekt zu Gerichten mit rotem Fleisch oder Wild. Der Preis für eine Flasche beträgt 80 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Syrah,Frankreich,Rhone,Domaine Jamet,2016,13fbde5c-4694-490b-9576-6ba2965a656a.png,4858809a-7e76-4bf2-8e92-b20dfcb8703e.png,9a1dd2d2-86f9-4cc1-a425-0be50d9665b6.png,d8641f32-0e28-46a2-a30a-9c1725565081.png,Côte-Rôtie,"A red wine from the famous Côte-Rôtie wine region in the Rhône Valley in France. The 2016 vintage comes from Domaine Jamet and is made from the Syrah grape variety. The color of the wine is deep red and the bouquet consists of spicy aromas of pepper, blackcurrants and olives. The taste is full-bodied and well-structured, with elegant tannins and a long finish. This red wine goes perfectly with red meat dishes or game. The price for a bottle is 80 euros.",Syrah,France,Rhône,Domaine Jamet,Rot,Red,Trocken,Dry,"würzig","spicy","Früchte","Fruits","Fleisch, Wild","Meat, Game",13.5%,2.0 g/L,5.5 g/L,16-18°C (61-64°F),AOC,Französische Eichenfässer,French oak barrels,Kork,Cork,Jetzt bis 2038,Now and until 2038,,
83dbf80d-8d92-40dc-b7d2-9ebe,BASIC,STANDARD_19,Chardonnay,4650-1216,7,"Dieser Weißwein stammt aus dem sonnigen Kalifornien und wird von Kistler Vineyards hergestellt. Der Chardonnay-Jahrgang von 2018 hat eine goldene Farbe und ist bekannt für seinen reichen Geschmack von Ã„pfeln, Zitrusfrüchten und Vanille, der von der Eichenfasslagerung herrührt. Er hat eine harmonische Säure und einen langen Abgang. Genießen Sie diesen Chardonnay zu Gerichten mit Fisch, hellem Fleisch oder Salaten. Der Preis für eine Flasche beträgt 75 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Chardonnay,USA,Kalifornien,Kistler Vineyards,2018,59e99670-34f1-4f5d-a07a-0f58d408e3a0.png,e1857def-6d11-40ed-bf7d-d59793b827bc.png,80f5af4c-374b-43dc-a203-7d8df10eefc7.png,5de3bd3c-1e60-4eb6-8bb6-7ac0d87150a4.png,Chardonnay,"This white wine comes from sunny California and is produced by Kistler Vineyards. The 2018 Chardonnay vintage has a golden color and is known for its rich flavor of apples, citrus and vanilla, which comes from oak barrel aging. It has a harmonious acidity and a long finish. Enjoy this Chardonnay with fish dishes, white meat or salads. The price for a bottle is 75 euros.",Chardonnay,USA,California,Kistler Vineyards,Weiß,White,Trocken,Dry,"fruchtig","fruity","Früchte, Zitrusfrüchte, Vanille","Fruits, Citrus Fruits, Vanilla","Fisch, Geflügel","Fish, Poultry",13.5%,3.0 g/L,6.0 g/L,10-13°C (50-55°F),AVA Sonoma Coast,Französische Eichenfässer,French oak barrels,Kork,Cork,Jetzt bis 2028,Now and until 2028,Goldmedaille San Francisco Chronicle Wine Competition 2020,Gold Medal San Francisco Chronicle Wine Competition 2020
1856c2b6-6175-435a-9faa-7ec9,BASIC,STANDARD_19,Rioja Reserva,4974-8189,8,"Rioja Reserva ist ein Rotwein aus Spanien, genauer gesagt aus der Region Rioja. Der Rioja Reserva von Marqués de Murrieta aus dem Jahrgang 2015 präsentiert sich mit einer tiefroten Farbe und einem komplexen Aroma von reifen Früchten, Gewürzen, Vanille und Toast. Am Gaumen ist er vollmundig und kraftvoll, mit gut integrierten Tanninen und einem langen, eleganten Abgang. Dieser Wein passt hervorragend zu kräftigen Fleischgerichten und gereiften Käsesorten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Tempranillo,Spanien,Rioja,Marqués de Murrieta,2015,ad21d7e9-b6c8-4478-893b-b0da2315bb9f.png,b989ba9c-b6cc-44cd-9a17-59e1e5342f86.png,d4383197-d949-4ffe-bd8c-b3782883fd80.png,1f4d30c5-35a3-49aa-a82d-da71fbae6624.png,Rioja Reserva,"Rioja Reserva is a red wine from Spain, more precisely from the Rioja region. The Rioja Reserva from Marqués de Murrieta from the 2015 vintage has a deep red colour and a complex aroma of ripe fruit, spices, vanilla and toast. It is full-bodied and powerful on the palate, with well-integrated tannins and a long, elegant finish. This wine is an excellent accompaniment to strong meat dishes and mature cheeses.",Tempranillo,Spain,Rioja,Marqués de Murrieta,Rot,Red,Trocken,Dry,"würzig, fruchtig","spicy, fruity","Früchte, Gewürze, Vanille","Fruits, Spices, Vanilla","Fleisch, Käse","Meat, Cheese",13.5%,2.0 g/L,5.5 g/L,16-18°C (61-64°F),DOCa Rioja,Amerikanische Eichenfässer,American oak barrels,Kork,Cork,Jetzt bis 2035,Now and until 2035,Goldmedaille Decanter World Wine Awards 2019,Gold Medal Decanter World Wine Awards 2019
d1271284-4ec4-4a4b-a0b8-3b33,BASIC,STANDARD_19,Spätburgunder,5011-7330,19,"Dieser neuseeländische Pinot Noir stammt von der renommierten Cloudy Bay Kellerei in der Region Marlborough. Der Jahrgang 2018 besticht durch eine helle kirschrote Farbe und Aromen von roten Früchten, Gewürzen und feiner Eiche. Am Gaumen ist er elegant und ausgewogen mit einer feinen Säure und samtigen Tanninen. Der Wein passt besonders gut zu Wildgerichten und Pilzgerichten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Spätburgunder,Neuseeland,Marlborough,Cloudy Bay,2018,47e929e2-ec8c-4991-8d30-776e854b808a.png,661d1392-d9f1-4507-9882-22b74d746461.png,2169b252-b49d-4494-b6d2-cd665a0155b5.png,a1a270b2-f82d-4b3a-94d6-18c5bad47739.png,Pinot Noir,"This New Zealand Pinot Noir comes from the renowned Cloudy Bay winery in the Marlborough region. The 2018 vintage impresses with a bright cherry red colour and aromas of red fruits, spices and fine oak. It is elegant and balanced on the palate with a fine acidity and velvety tannins. The wine goes particularly well with game and mushroom dishes.",Pinot Noir,New Zealand,Marlborough,Cloudy Bay,Rot,Red,Trocken,Dry,"fruchtig","fruity","Früchte, Gewürze","Fruits, Spices","Wild, Pilze","Game, Mushrooms",13.5%,1.0 g/L,6.0 g/L,12-14°C (54-57°F),Wine of Origin (WO),Französische Eichenfässer,French oak barrels,Kork,Cork,Jetzt bis 2030,Now and until 2030,,
7c5da24d-cd43-4ca5-b5a5-5a7d,BASIC,STANDARD_19,Châteauneuf-du-Pape,5109-9170,17,"Châteauneuf-du-Pape Rotwein aus Frankreich,Rhône ist eine ausgezeichnete Wahl für Liebhaber von gehaltvollen Rotweinen. Dieser Wein wird aus den Trauben Grenache, Syrah und Mourvèdre hergestellt und stammt vom renommierten Weingut Domaine du Pegau. Der Jahrgang 2017 verspricht einen tiefen und komplexen Geschmack mit Noten von roten Früchten und Gewürzen. Ein perfekter Begleiter zu kräftigem Fleisch, Wild oder Käse. Der Preis von 50 Euro macht diesen Wein zu einer etwas teureren, aber dennoch lohnenswerten Investition in Qualität.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Granatapfel / Syrah / Monastrell,Frankreich,Rhone,Domaine du Pegau,2017,bd8563e0-b8e2-4d07-a9b9-bbf2a5aa43e2.png,d956a942-fe95-412a-92b3-ab650532e095.png,8935d20d-828f-46b8-b94e-2ad5fc69d0c9.png,ba797505-95a5-4055-9f96-d1ffde1a8243.png,Châteauneuf-du-Pape,"Châteauneuf-du-Pape red wine from France,Rhône is an excellent choice for lovers of full-bodied red wines. This wine is made from Grenache, Syrah and Mourvèdre grapes and comes from the renowned Domaine du Pegau winery. The 2017 vintage promises a deep and complex flavour with notes of red fruits and spices. A perfect accompaniment to strong meat, game or cheese. The price of 50 euros makes this wine a slightly more expensive but still worthwhile investment in quality.",Grenache / Syrah / Monastrell,France,Rhône,Domaine du Pegau,Rot,Red,Trocken,Dry,"vollmundig, würzig","full-bodied, würzig","Früchte, Gewürze","Fruits, Spices","Fleisch, Käse","Meat, Cheese",14.5%,3.0 g/L,5.5 g/L,16-18°C (61-64°F),AOC Châteauneuf-du-Pape,Edelstahltanks und Eichenfässer,Stainless steel tanks and Oak vats,Kork,Cork,Jetzt bis 2038,Now and until 2038,Goldmedaille Decanter World Wine Awards 2020,Gold Medal Decanter World Wine Awards 2020
4c7323c7-42af-49e3-83d3-f6da,BASIC,STANDARD_19,Merlot,5144-9481,5,"Dieser Merlot aus der Toskana ist ein wahrer Genuss. Hergestellt von Antinori, einem der renommiertesten Weingüter Italiens, besticht er durch seine tiefrote Farbe und ein volles Aroma von dunklen Beeren und Gewürzen. Am Gaumen zeigt er eine sanfte Struktur und eine ausgewogene Balance zwischen Frucht und Tanninen. Der Jahrgang 2017 war ein hervorragendes Jahr für die Toskana und dieser Merlot ist ein perfektes Beispiel dafür. Ein idealer Begleiter zu gegrilltem Fleisch, reifem Käse oder dunkler Schokolade.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Merlot,Italien,Toskana,Antinori,2017,7ab68cf8-d047-43cd-a3fe-eb24cd95e74d.png,5cec65ea-440e-4577-815f-dedabf50fd7f.png,950aaf0b-4653-4844-89f3-2395e8f0c168.png,e5a86fc4-4330-4af0-99b4-b504882db727.png,Merlot,"This Merlot from Tuscany is a real treat. Produced by Antinori, one of Italy's most renowned wineries, it impresses with its deep red colour and a full aroma of dark berries and spices. On the palate, it has a gentle structure and a good balance between fruit and tannins. The 2017 vintage was an excellent year for Tuscany and this Merlot is a perfect example of this. An ideal accompaniment to grilled meat, mature cheese or dark chocolate.",Merlot,Italy,Tuscany,Antinori,Rot,Red,Trocken,Dry,"fruchtig","fruity","Früchte, Gewürze","Fruits, Spices","Fleisch, Käse","Meat, Cheese",13.5%,3.0 g/L,5.5 g/L,14-16°C (57-61°F),DOCG,Französische Eichenfässer,French oak barrels,Kork,Cork,Jetzt bis 2030,Now and until 2030,Goldmedaille Mundus Vini 2019,Gold Medal Mundus Vini 2019
4c26b48d-03e6-481f-9cde-9a8d,BASIC,STANDARD_19,Château d'Esclans Whispering Angel,5204-7167,18,"Dieser Roséwein aus der Provence in Frankreich wird aus einer Mischung aus Grenache, Cinsault, Vermentino und Syrah hergestellt. Der Château d'Esclans Whispering Angel Jahrgang 2021 hat eine zarte rosa Farbe und ein aromatisches Bouquet von roten Früchten, Blüten und einem Hauch von Gewürzen. Am Gaumen ist er frisch und fruchtig mit einer angenehmen Säure und einem mineralischen Abgang. Er passt perfekt zu leichten Sommergerichten und ist auch als Aperitif geeignet. Der Preis beträgt 30 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v8.json,Granatapfel / Cinsault / Vermentino / Syrah,Frankreich,Provence,Château d'Esclans,2021,9decbaa1-466f-41f8-a3c5-bdd9a182f98d.png,94e6fcc7-7c73-4a67-a38e-2ecf82108b37.png,413931b7-6d6d-4388-a117-c366ac1fe0e4.png,df30d18a-b6f7-44fe-a3e5-bd5ec1205da4.png,Château d'Esclans Whispering Angel,"This rosé wine from Provence in France is made from a blend of Grenache, Cinsault, Vermentino and Syrah. The Château d'Esclans Whispering Angel 2021 vintage has a delicate pink color and an aromatic bouquet of red fruits, flowers and a hint of spices. On the palate, it is fresh and fruity with a pleasant acidity and a mineral finish. It goes perfectly with light summer dishes and is also suitable as an aperitif. The price is 30 euros.",Grenache / Cinsault / Vermentino / Syrah,France,Provence,Château d'Esclans,Rose,Rose,Trocken,Dry,"frisch, fruchtig","fresh, fruity","Früchte, Blumen, Gewürze","Fruits, Flowers, Spices","Leichte Gerichte, Aperitif","Light Dishes, Aperitif",12.5%,3.0 g/L,5.5 g/L,10-12°C (50-54°F),AOC Côtes de Provence,Französische Eichenfässer,French oak barrels,Schraubverschluss,Screw Cap,Jetzt bis 2025,Now and until 2025,Goldmedaille Concours Général Agricole Paris 2022,Gold Medal Concours Général Agricole Paris 2022
